zipcode,medhome,sqfthome,rent
20120,420500,236,2233
93291,214900,127,1289
85051,148200,98,1046
94605,511700,361,2411
8054,218400,129,1704
94066,864100,627,3597
89014,208800,121,1249
90620,495100,375,2439
23185,305500,140,1750
58103,178100,147,1334
74055,161500,91,1319
77055,350400,204,2101
55104,182200,153,1382
94403,1197300,790,4023
65803,76900,63,663
91104,708400,498,2612
60409,79000,70,1246
94010,2292000,1047,5774
90247,418900,305,2181
29203,62300,50,825
33914,251800,134,1682
89148,235700,125,1294
73071,135500,92,1151
7024,519300,300,2480
30114,190400,103,1365
15108,177400,115,1404
91001,696300,474,2721
44120,70500,49,859
94520,396700,313,2108
48047,184400,110,1294
95132,863500,528,3266
6790,131300,99,1259
48221,44800,33,791
48706,85900,43,820
90242,447800,326,2244
91789,730200,384,2661
95621,246700,180,1385
1801,401300,278,2318
80538,280400,162,1639
41042,143900,98,1229
2150,266200,226,2178
48146,60800,57,849
32256,161000,103,1235
19711,258300,152,1684
58201,211800,139,1361
86004,293700,167,1503
85374,203800,130,1241
91205,544900,428,2490
2139,627500,608,2599
55119,165900,133,1348
20772,262800,157,1947
98661,227900,165,1445
70056,141800,86,1288
33351,168700,127,1594
33014,182900,153,1733
54703,129600,97,923
80127,386800,206,2215
95826,261500,182,1409
44134,96100,78,1052
98034,454700,261,2237
95476,652000,450,2477
93611,276500,145,1468
95209,266200,142,1439
20743,178300,156,1656
93245,193900,122,1275
61554,92200,79,959
55016,224300,120,1615
70816,163100,98,1374
53154,136700,0,1223
32218,138200,76,1187
85323,166600,94,1069
85037,144300,96,999
28601,130000,82,991
53207,136500,118,1120
92065,459700,243,2293
11704,296500,115,2701
8094,180300,108,1709
78209,329100,177,2048
33193,222100,146,1793
93446,429500,246,2015
92620,818200,411,3165
94117,1440500,1043,5615
60615,175900,197,1451
2908,151500,117,1355
94583,863000,461,3486
94124,736400,563,3883
30083,97000,57,954
48911,70700,63,810
11040,579100,374,2866
23321,239500,119,1536
41017,184200,116,1424
85233,261400,140,1396
60137,349200,198,2177
2302,217800,161,1697
91776,574800,405,2375
78413,167200,91,1630
79424,175800,85,1492
78254,169800,89,1397
27613,304000,136,1697
11365,740600,484,2382
33135,202400,164,1943
92128,561300,332,2457
94568,774200,431,3121
32514,127500,79,1021
29681,207300,94,1551
87110,168700,106,1192
37660,106900,68,857
77494,319700,111,2481
68516,214800,138,1477
11358,756200,474,2372
21042,535200,229,2865
75075,252900,112,1789
97478,199400,148,1159
75019,365700,146,2487
18104,188300,114,1437
97202,453500,328,2064
20817,814800,389,3577
95928,287700,185,1462
33428,237000,149,1952
20109,245500,177,1657
84057,201500,151,1239
93705,143300,111,1054
19136,119600,93,1125
11105,684600,516,2469
33624,188600,117,1411
90266,2189600,1032,7240
75206,340300,0,1838
8332,120000,93,1124
95382,292100,174,1388
95628,389300,214,1736
98366,233500,169,1432
84116,164300,151,1244
63304,221500,126,1549
20901,400600,293,2291
84067,163300,133,1191
55311,321000,163,1881
78758,198800,138,1473
98226,313900,177,1532
84081,241200,160,1505
37043,179600,94,1212
90260,472500,373,2217
93657,194200,119,1215
19151,113100,90,1150
90810,374800,309,2042
6460,262200,193,1785
94952,685700,426,2580
27616,171300,100,1294
21093,343100,197,2064
46385,190900,100,1557
53051,222600,147,1563
94555,893600,571,3016
46410,115500,74,1194
1902,241900,190,1664
91942,445300,313,2169
19702,196400,130,1383
90815,601400,410,2499
32608,174000,109,1294
61201,78600,67,788
76112,103400,65,1200
32257,175600,103,1294
85382,239500,133,1337
32068,156400,91,1205
83704,160700,108,1095
84088,236100,165,1463
11103,677400,595,2458
33160,340300,271,2345
99508,238000,190,1670
92058,399200,254,2080
97128,231900,150,1362
60025,394700,258,2264
70458,146800,87,1324
75050,121500,79,1251
98203,291300,191,1640
60477,182400,133,1649
56560,176400,124,1304
29210,96800,66,997
21225,134200,121,1354
95401,425500,311,2257
46224,88900,68,895
55330,208600,156,1447
55443,222500,143,1549
2130,488600,419,2542
1604,186800,139,1380
73170,177100,94,1378
33437,257500,139,1986
44240,129700,87,1045
43232,82800,66,937
11566,489300,282,2827
23669,163100,107,1227
90505,846400,499,3323
19115,201500,139,1442
23234,131100,89,1153
21804,121100,90,1202
29501,139400,85,1108
91311,552500,292,2703
39401,88900,62,890
75068,217100,105,1664
19128,216600,150,1623
60201,376200,290,2084
12866,307600,184,1988
48234,33000,36,747
77571,142000,87,1448
36330,114200,66,916
33172,155900,145,1563
92591,395100,192,1997
91321,434000,263,2287
80221,238700,228,1604
54915,144400,92,1055
40517,118700,83,940
94804,360400,333,2182
48910,64500,61,786
95757,401000,168,1862
63366,189200,121,1460
7304,255200,244,1910
44105,38600,31,765
33020,164200,137,1517
95835,343600,170,1717
11418,467200,331,2194
46901,65300,50,693
98155,411000,251,2089
32708,216100,121,1501
11231,1087200,1002,2893
7017,178600,90,1470
63026,195700,139,1351
98277,257900,152,1328
33317,262200,140,1892
85255,634000,242,3143
10583,976100,487,5263
85021,221200,138,1198
89102,151300,96,1131
14450,187400,104,1777
23224,86900,70,948
2920,206700,157,1478
11801,407100,292,2647
98125,461100,294,2217
55110,217600,155,1534
94606,482200,381,2532
32935,119000,88,1142
27215,133100,84,928
95695,301400,203,1534
11364,627500,510,2290
77386,196200,90,1768
93612,175800,131,1158
48310,176700,108,1482
55408,205000,181,1483
6360,134200,98,1268
11710,435900,275,2693
95820,190600,169,1241
85719,184300,141,1053
92649,731600,494,2850
80601,266400,167,1788
47630,170300,90,1399
88001,93500,72,840
32712,216100,101,1481
92691,645300,375,2800
1915,393100,238,2132
32714,148900,102,1220
32907,134000,84,1173
11222,938700,1013,2840
30253,148300,74,1199
47401,185800,116,1440
63033,102800,72,1135
46219,83500,63,858
33056,164700,118,1666
48430,204000,131,1342
34952,136200,95,1286
85140,177800,94,1047
79927,89200,0,910
77381,331100,129,2443
28212,120700,77,1060
98258,311800,180,1768
85260,375900,201,1918
85303,159500,103,1066
32073,147700,86,1201
60010,488500,185,2822
80210,499600,382,2410
95691,338700,184,1682
94134,782200,618,3943
11743,545600,246,3311
83501,168900,86,1049
94561,381000,213,2035
33321,146200,109,1454
33619,86900,71,1095
45385,105500,79,941
97305,185300,126,1300
30038,100000,54,983
44145,246800,111,2002
33071,336000,147,2333
32738,121300,79,1088
28213,125600,75,1094
98391,311000,161,1716
48021,62700,54,898
85226,257600,154,1391
20016,921200,534,3784
73120,145700,96,1214
37066,184600,103,1409
37207,133200,94,1297
98444,183500,135,1284
90059,284600,253,1937
33610,77900,62,1078
28806,195400,154,1243
97302,225900,143,1426
80128,332700,190,2028
48239,69200,61,932
92131,737700,335,2881
8016,204100,120,1703
94954,551800,337,2498
92870,621600,339,2712
98092,334600,163,1893
29485,183400,101,1447
95340,201700,126,1073
85048,317300,160,1626
75501,76000,54,856
32792,190300,120,1382
10301,438700,292,2132
30458,125500,69,1037
53211,264800,143,1355
32164,165900,93,1241
53221,120600,106,1153
80906,295200,128,1494
77064,154100,83,1500
93060,385700,268,2153
19805,131000,104,1185
20740,275800,225,1862
94566,1044200,516,3554
29073,118900,79,1121
44094,164100,100,1252
15642,141600,113,1109
18702,57900,35,768
23323,233200,125,1571
30519,203500,96,1444
27330,122100,75,980
92308,180600,116,1155
32506,103300,68,928
40515,185900,95,1295
1752,294400,187,2035
35242,316100,174,1909
19132,33600,31,908
28306,133200,84,1000
10309,478800,252,2179
63125,115100,102,967
95307,225800,143,1241
19460,267200,146,1798
73401,108100,72,909
92821,631300,349,2726
94044,800700,604,3570
48091,65800,59,902
92139,364600,242,2016
11412,401100,273,2176
93305,121800,99,957
94928,449600,283,2377
63119,221700,164,1409
46260,162500,87,1292
12065,258700,141,1880
48073,193600,162,1470
44095,106900,85,1090
53219,116000,106,1142
93561,226100,134,1395
95337,350700,174,1702
98122,555400,427,2385
30350,395400,137,2211
77041,166100,91,1544
75024,383900,127,2481
53216,66300,56,925
60302,344500,254,1968
43224,74200,67,876
90621,486800,336,2393
92223,276300,141,1691
33169,167000,115,1698
27587,265400,119,1598
15237,212500,128,1569
95833,239100,170,1384
22309,369200,236,2098
84606,181400,150,977
93706,111400,92,870
30134,114900,74,1011
19135,97600,79,1002
32780,108100,79,1048
94578,503400,382,2431
28117,324500,140,1785
97219,408500,270,1939
37115,136100,99,1229
60068,382800,239,2185
99206,177600,127,1201
85044,261700,159,1396
91701,486500,262,2263
60062,477400,230,2521
87108,153100,108,1112
1760,478400,289,2516
53151,235700,141,1612
10550,287400,158,2288
94523,659900,407,2759
22033,441100,255,2282
97477,183000,146,1086
93555,156900,105,1138
74014,168500,88,1333
93311,270100,142,1641
91304,562700,317,2689
90277,1046200,616,3555
33326,292900,174,2147
85018,418100,247,1876
84660,210200,139,1256
16001,143400,0,1079
48210,35200,30,751
21702,245900,137,1657
98001,292700,168,1794
92253,404400,203,2291
92705,825200,394,3229
72076,91400,64,835
48313,163300,114,1397
76039,187900,108,1495
78759,384300,187,2175
94590,252200,204,1589
34116,206600,150,1733
97222,274100,195,1653
96815,430400,677,2115
89431,186400,145,1147
19808,221300,153,1463
30344,72300,52,944
48601,30500,30,580
92231,185200,127,1140
91752,423000,218,2114
37620,106200,67,838
30311,67300,44,978
40509,182700,98,1315
85295,274600,131,1462
37221,253800,123,1705
70058,127500,80,1240
6106,88100,72,1196
43235,214400,115,1572
13601,119800,82,1168
92395,188100,114,1198
48312,161000,105,1424
34698,181400,134,1342
7410,363800,234,2396
27707,181900,114,1256
7026,292600,160,2240
80920,283300,121,1602
3103,182500,148,1446
7109,256400,164,1773
93552,234600,130,1558
90049,2313600,909,7978
93710,217400,126,1308
60103,251500,132,1887
75044,171200,99,1459
97030,239000,168,1561
75224,107600,88,1152
95062,751900,563,2966
60188,220500,131,1765
44646,116800,78,996
49201,129100,77,1060
29803,148100,83,1138
98584,177100,119,1050
95120,1361400,617,4260
49441,96200,76,892
92551,251900,153,1513
13027,142400,94,1522
27105,64500,46,779
37076,179400,107,1428
70601,101900,76,1161
75077,264000,116,1926
28052,70000,57,739
28403,176400,122,1206
60621,84500,71,1244
55369,222200,177,1554
28226,310900,135,1658
27615,275700,131,1594
1701,367100,245,2305
90036,1444400,704,3888
30076,293800,130,1854
31602,123400,69,936
78258,299000,104,2277
85745,178200,113,1116
60014,189300,113,1648
94401,817800,675,3458
30126,173300,90,1330
77338,128100,72,1346
6614,235600,162,1937
53132,132800,98,1253
48104,340600,230,1997
23453,216300,132,1400
32526,116200,74,960
11106,304100,589,2416
60107,166600,126,1539
12401,144400,102,1390
77090,151800,65,1448
33604,111600,92,1140
55117,168100,132,1332
12603,212400,135,1716
30319,448100,218,2449
77320,137400,82,1184
95842,216900,170,1305
89523,330100,181,1603
59101,155400,145,992
95404,601000,364,2453
92595,344300,157,1853
3104,225300,149,1616
23188,302100,141,1822
38018,147400,74,1295
83642,196900,110,1251
45342,128900,85,1165
28304,89000,67,797
91763,359100,253,1803
92545,224800,125,1408
27103,133700,82,1068
44601,78200,63,778
32137,216200,104,1399
80524,330200,180,1733
61401,67400,58,1081
60586,203000,102,1755
92869,660900,355,2859
63017,349700,149,2052
95993,261500,140,1333
75231,90700,103,1170
97266,223700,184,1487
2127,531300,530,2719
85027,178900,129,1171
33710,160000,128,1294
11779,295300,176,2612
3038,222500,129,1632
98117,591800,392,2514
90802,310700,384,1741
80031,278900,191,1766
43560,176300,88,1650
45211,87000,64,923
32811,79100,74,984
93711,306000,144,1541
95838,178700,147,1265
11378,599700,427,2320
37343,159800,79,1353
76117,95500,73,1143
61820,108400,80,1019
2864,247300,170,1555
96793,483900,344,2452
95128,862700,635,3288
20747,192300,153,1703
95121,685300,443,3135
98026,411900,224,2123
60030,189700,112,1630
30736,141500,91,1170
98198,285600,187,1742
60901,78500,57,994
55082,304100,149,1743
30004,367900,138,2149
33183,178600,147,1669
97303,214500,137,1377
98168,265400,182,1681
80017,230800,163,1640
30236,109100,61,890
29651,153800,91,1272
49009,195000,105,1431
37643,95100,68,866
43204,80600,68,899
77396,145600,79,1455
44070,138400,82,1254
2368,266700,205,2056
35216,245300,119,1604
79705,222700,108,2190
43612,54100,47,782
37087,195300,105,1420
32824,187100,104,1385
94132,939700,690,4120
98503,221600,133,1374
8618,122000,74,1530
32216,126600,88,1123
11379,642300,443,2304
31909,131200,78,1022
27127,115600,73,994
24018,196500,123,1300
44004,68300,56,864
76522,95000,60,857
92807,659200,345,2856
78414,184600,101,1752
34743,157600,102,1251
97233,221700,181,1498
90301,329800,279,2094
6340,193800,133,1453
78232,222600,104,1691
76180,159000,89,1395
33418,360500,178,2400
44133,185700,99,1513
94115,1453400,1130,5483
33309,153800,117,1490
94521,550500,328,2527
62704,118700,69,1205
17042,147900,102,1030
77044,174900,84,1666
6811,267500,167,2040
95482,321800,222,1218
76021,210300,108,1678
2816,212400,164,1572
98223,301400,179,1659
80122,379100,209,2196
22306,405900,264,2214
8807,426200,219,2534
21784,345100,198,2070
46241,65900,61,751
49203,83100,59,801
33127,118500,99,1627
47905,129700,80,1062
1852,231900,163,1850
7740,324000,199,2103
48209,35500,28,752
8096,165300,107,1591
19146,216900,180,1530
98006,730300,305,2794
49503,111600,79,1129
48504,35900,26,536
63114,69700,67,826
99507,281500,184,1969
98033,677100,369,2627
32810,129100,90,1159
48089,51500,52,853
48038,174600,108,1375
98225,307500,212,1453
90302,342600,296,2094
94404,1251800,717,4347
80003,285800,206,1769
33179,117800,103,1560
91722,418100,321,2124
48071,103200,91,1140
6053,133000,103,1364
91340,374600,298,2202
20774,272900,147,1977
92236,198200,130,1399
50158,98900,48,924
19154,177800,132,1444
1810,564800,235,2568
91325,604900,303,2805
90025,810900,551,3427
76014,115400,75,1241
98056,404900,233,2108
11369,563700,372,2317
95205,137100,118,990
2184,403500,244,2366
93012,550200,315,2522
80401,445500,256,2295
48195,93300,83,1000
96003,234500,149,1347
37814,106200,71,897
2135,354300,454,2307
95070,2388400,952,6197
70122,157400,115,1345
91754,585700,385,2409
85023,209400,130,1248
44039,153000,89,1251
89139,233100,124,1281
11793,435900,281,2686
80205,348200,307,1988
1545,364400,218,2079
44124,132900,90,1251
32703,144700,96,1246
92316,264500,196,1542
55406,202200,188,1498
37601,117300,76,900
55432,170700,154,1396
98036,377400,211,2027
85335,145300,95,998
28105,223600,105,1451
60193,216200,168,1695
33462,179200,138,1539
53590,218800,108,1417
32909,134400,84,1151
80241,304600,182,1902
75081,208000,105,1660
86442,134100,94,842
89149,225300,118,1298
33026,218600,157,1760
28208,77300,69,865
75165,145800,86,1371
80537,269400,167,1584
60525,313400,224,1905
6770,155600,106,1425
30506,199500,109,1403
95361,282800,165,1390
98031,320700,174,1837
76248,335900,119,2173
72756,133400,83,1035
2125,374000,306,2344
34266,83600,62,1138
32082,455000,196,2582
90275,1198300,555,4321
34997,217700,127,1634
92240,164600,108,1258
33076,447700,164,2956
92311,93800,74,894
60202,261600,233,1757
32547,160000,106,1133
60090,164800,149,1543
94621,284400,271,2042
44121,82600,58,1098
98662,236500,150,1490
36532,234200,119,1557
68104,90000,82,995
91739,572100,235,2720
19138,106400,82,1158
94061,1253000,847,4172
85251,257600,176,1372
30701,115800,73,989
60133,165800,124,1553
92040,439100,271,2229
53402,136600,79,1245
21703,234200,138,1607
27320,95900,72,878
85203,211500,122,1244
97404,220800,151,1233
60423,291400,134,2088
91768,334500,263,1936
34609,132200,72,1194
31406,147300,96,1211
91367,658500,365,2980
20910,492800,346,2401
91107,786000,504,2834
34667,128000,77,1169
17013,148300,98,1182
60563,272900,155,1855
11561,496200,332,2669
54880,115000,83,995
28677,98300,71,885
94582,1060100,432,3973
46038,181200,92,1502
46254,99100,67,1094
85286,323100,148,1648
17055,183100,110,1460
98604,310000,172,1664
92220,201100,148,1349
19121,57700,40,1182
89436,301900,160,1553
47909,115100,78,1051
95661,406100,213,1956
49506,181700,96,1501
27604,158200,102,1217
70433,218700,114,1735
18018,141700,96,1274
55428,169100,152,1390
90222,299900,281,1923
33013,225000,153,1886
84106,239200,214,1398
21136,236300,156,1743
75051,99800,77,1154
48042,250100,122,1674
63130,178500,104,1125
21157,268600,162,1756
95901,183500,122,1212
85712,138300,105,956
32208,67100,54,853
34208,141200,109,1343
85213,277700,131,1486
63011,264100,135,1690
32955,181200,109,1348
77035,225400,123,1583
85635,132900,80,924
93001,565400,424,2399
33407,134800,104,1415
82001,168700,152,1303
40511,136500,88,1113
28311,118000,74,918
94526,1112700,511,4178
38671,98300,73,1052
8043,263500,123,2027
52302,145100,118,1169
30909,131600,75,1013
98002,234100,166,1561
91601,562600,437,2540
75063,330100,133,2375
92103,652700,478,2517
1876,348000,228,2235
80014,229100,157,1655
92867,645800,370,2823
77053,102800,73,1244
33436,204100,124,1715
30238,81400,53,850
46037,253600,95,1896
70808,228500,131,1571
94531,398100,186,2178
97236,236200,170,1542
60098,172900,100,1529
33133,563100,366,2578
32724,144700,89,1189
50317,102900,101,1014
19116,212400,135,1465
48238,34900,27,748
48423,124400,87,995
89142,152200,102,1056
21230,224500,184,1589
43613,77900,62,897
32578,245600,134,1468
60504,174200,116,1600
1930,391500,275,1918
46222,44000,0,707
92373,456400,245,2032
50265,185000,124,1461
34655,198700,107,1461
93654,176300,117,1179
48602,36600,32,616
53208,104500,60,854
70815,153900,75,1331
17112,184800,115,1398
60653,208400,131,1540
44122,215400,102,1755
48237,91900,72,1151
54401,116000,69,841
43615,86800,63,943
30144,175500,93,1343
61701,102400,81,924
80220,419200,334,2144
76706,98500,70,1040
32092,254100,115,1791
7050,178500,94,1514
11735,372800,260,2610
92101,516500,505,2457
48322,250800,111,2022
14624,123300,85,1299
89002,238100,126,1311
68521,149100,128,1292
85020,179000,141,1153
33445,134200,110,1477
